t,range,guard_cmd,blocked,wheel_speed,wheel_omega,moving,lidar_range,camera_range
1.982,0.4095,0.0036,0,0.0,0.0,0,0.325,0.368
2.002,0.4095,0.0036,0,0.0,0.0,0,0.325,0.368
2.022,0.4095,0.0036,0,0.0,0.0,0,0.325,0.368
2.043,0.4925,0.0036,0,0.0,0.0,0,0.325,0.368
2.063,0.4925,0.0347,0,0.0,0.0,0,0.501,0.527
2.083,0.4925,0.0347,0,0.0,0.0,0,0.501,0.527
2.104,0.4925,0.0347,0,0.0,0.0,0,0.501,0.527
2.124,0.4915,0.0347,0,0.0,0.0,0,0.501,0.527
2.145,0.4915,0.0343,0,0.0,0.0,0,0.501,0.527
2.165,0.4915,0.0343,0,0.0,0.0,0,0.501,0.527
2.185,0.4915,0.0343,0,0.0,0.0,0,0.501,0.527
2.206,0.999,0.0343,0,0.0,0.0,0,0.501,0.527
2.226,0.999,0.15,0,0.0,0.0,0,0.501,0.527
2.246,0.999,0.15,0,0.0,0.0,0,0.501,0.527
2.267,0.999,0.15,0,0.0,0.0,0,0.501,0.527
2.287,0.4895,0.15,0,0.0,0.0,0,0.501,0.527
2.307,0.4895,0.0336,0,0.0,0.0,0,0.501,0.527
2.328,0.4895,0.0336,0,0.0,0.0,0,0.501,0.527
2.348,0.4895,0.0336,0,0.0832,0.104,1,0.501,0.527
2.369,1.003,0.15,0,0.0832,0.104,1,0.501,0.527
2.389,1.003,0.15,0,0.0832,0.104,1,0.501,0.527
2.41,1.003,0.15,0,0.0832,0.104,1,0.501,0.527
2.43,0.4925,0.15,0,0.0832,0.104,1,0.501,0.527
2.45,0.4925,0.0347,0,0.1268,0.2084,1,0.501,0.527
2.471,0.4925,0.0347,0,0.1268,0.2084,1,0.501,0.527
2.491,0.4925,0.0347,0,0.1268,0.2084,1,0.501,0.527
2.511,0.4915,0.0347,0,0.1268,0.2084,1,0.501,0.527
2.532,0.4915,0.0343,0,0.1268,0.2084,1,0.501,0.527
2.552,0.4915,0.0343,0,0.1908,0.4214,1,0.5,0.529
2.572,0.4915,0.0343,0,0.1908,0.4214,1,0.5,0.529
2.593,0.4925,0.0343,0,0.1908,0.4214,1,0.5,0.529
2.613,0.4925,0.0347,0,0.1908,0.4214,1,0.5,0.529
2.633,0.4925,0.0347,0,0.1908,0.4214,1,0.5,0.529
2.654,0.4925,0.0347,0,0.0532,0.1564,1,0.5,0.529
2.674,0.4875,0.0347,0,0.0532,0.1564,1,0.5,0.529
2.694,0.4875,0.0328,0,0.0532,0.1564,1,0.5,0.529
2.715,0.4875,0.0328,0,0.0532,0.1564,1,0.5,0.529
2.735,0.4875,0.0328,0,0.0532,0.1564,1,0.5,0.529
2.755,0.4925,0.0328,0,0.0208,0.1041,1,0.5,0.529
2.776,0.4925,0.0347,0,0.0208,0.1041,1,0.5,0.529
2.796,0.4925,0.0347,0,0.0208,0.1041,1,0.5,0.529
2.817,0.4925,0.0347,0,0.0208,0.1041,1,0.5,0.529
2.837,0.4915,0.0347,0,0.0208,0.1041,1,0.5,0.529
2.857,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
2.878,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
2.899,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
2.919,0.7855,0.0343,0,0.0,0.0,0,0.5,0.529
2.94,0.7855,0.1446,0,0.0,0.0,0,0.5,0.529
2.96,0.7855,0.1446,0,0.0,0.0,0,0.5,0.529
2.981,0.7855,0.1446,0,0.0,0.0,0,0.5,0.529
3.001,0.4865,0.0324,0,0.0,0.0,0,0.5,0.529
3.021,0.4865,0.0324,0,0.0,0.0,0,0.5,0.529
3.042,0.4865,0.0324,0,0.0,0.0,0,0.5,0.529
3.062,0.8515,0.0324,0,0.0415,0.0,1,0.495,0.527
3.082,0.8515,0.15,0,0.0415,0.0,1,0.495,0.527
3.103,0.8515,0.15,0,0.0415,0.0,1,0.495,0.527
3.123,0.8515,0.15,0,0.0415,0.0,1,0.495,0.527
3.143,0.4915,0.15,0,0.0415,0.0,1,0.495,0.527
3.164,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.184,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.205,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.225,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.245,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.266,0.4915,0.0343,0,0.0737,0.0521,1,0.495,0.527
3.286,0.4915,0.0343,0,0.0737,0.0521,1,0.495,0.527
3.306,0.4915,0.0343,0,0.0737,0.0521,1,0.495,0.527
3.327,0.4915,0.0343,0,0.0737,0.0521,1,0.495,0.527
3.347,0.4915,0.0343,0,0.0737,0.0521,1,0.495,0.527
3.367,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.388,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.408,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.428,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.449,0.4915,0.0343,0,0.0,0.0,0,0.495,0.527
3.469,0.4925,0.0343,0,0.0,0.0,0,0.495,0.527
3.49,0.4925,0.0347,0,0.0,0.0,0,0.495,0.527
3.51,0.4925,0.0347,0,0.0,0.0,0,0.495,0.527
3.53,0.4925,0.0347,0,0.0,0.0,0,0.495,0.527
3.551,0.4925,0.0347,0,0.0,0.0,0,0.501,0.528
3.571,0.4925,0.0347,0,0.0,0.0,0,0.501,0.528
3.592,0.4925,0.0347,0,0.0,0.0,0,0.501,0.528
3.612,0.4925,0.0347,0,0.0,0.0,0,0.501,0.528
3.633,1.0,0.0347,0,0.0,0.0,0,0.501,0.528
3.653,1.0,0.15,0,0.0,0.0,0,0.501,0.528
3.673,1.0,0.15,0,0.0,0.0,0,0.501,0.528
3.694,0.4965,0.15,0,0.0,0.0,0,0.501,0.528
3.714,0.4965,0.0362,0,0.0,0.0,0,0.501,0.528
3.734,0.4965,0.0362,0,0.0,0.0,0,0.501,0.528
3.755,0.4965,0.0362,0,0.0,0.0,0,0.501,0.528
3.775,0.8475,0.0362,0,0.0421,0.1053,1,0.501,0.528
3.795,0.8475,0.15,0,0.0421,0.1053,1,0.501,0.528
3.816,0.8475,0.15,0,0.0421,0.1053,1,0.501,0.528
3.836,0.8475,0.15,0,0.0421,0.1053,1,0.501,0.528
3.857,0.4915,0.15,0,0.0421,0.1053,1,0.501,0.528
3.877,0.4915,0.0343,0,0.0466,0.1042,1,0.501,0.528
3.898,0.4915,0.0343,0,0.0466,0.1042,1,0.501,0.528
3.918,0.4915,0.0343,0,0.0466,0.1042,1,0.501,0.528
3.938,0.4915,0.0343,0,0.0466,0.1042,1,0.501,0.528
3.959,0.4915,0.0343,0,0.0466,0.1042,1,0.501,0.528
3.979,0.4915,0.0343,0,0.0531,0.0521,1,0.501,0.528
4.0,0.4915,0.0343,0,0.0531,0.0521,1,0.501,0.528
4.02,0.4915,0.0343,0,0.0531,0.0521,1,0.501,0.528
4.04,0.4915,0.0343,0,0.0531,0.0521,1,0.501,0.528
4.061,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.081,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.101,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.122,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.142,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.163,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.183,0.8405,0.0343,0,0.0,0.0,0,0.5,0.529
4.204,0.8405,0.15,0,0.0,0.0,0,0.5,0.529
4.224,0.8405,0.15,0,0.0,0.0,0,0.5,0.529
4.245,0.8405,0.15,0,0.0,0.0,0,0.5,0.529
4.265,0.4925,0.15,0,0.0,0.0,0,0.5,0.529
4.286,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
4.306,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
4.326,0.4915,0.0347,0,0.0,0.0,0,0.5,0.529
4.346,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
4.367,0.4915,0.0343,0,0.1254,0.1045,1,0.5,0.529
4.387,0.4915,0.0343,0,0.1254,0.1045,1,0.5,0.529
4.408,0.4915,0.0343,0,0.1254,0.1045,1,0.5,0.529
4.428,0.4915,0.0343,0,0.1254,0.1045,1,0.5,0.529
4.448,0.4915,0.0343,0,0.1254,0.1045,1,0.5,0.529
4.469,0.4915,0.0343,0,0.0535,0.0524,1,0.5,0.529
4.489,0.4905,0.0343,0,0.0535,0.0524,1,0.5,0.529
4.509,0.4905,0.0339,0,0.0535,0.0524,1,0.5,0.529
4.53,0.4905,0.0339,0,0.0535,0.0524,1,0.5,0.529
4.55,0.4905,0.0339,0,0.0535,0.0524,1,0.499,0.529
4.571,1.001,0.0339,0,0.0,0.0,0,0.499,0.529
4.591,1.001,0.15,0,0.0,0.0,0,0.499,0.529
4.611,1.001,0.15,0,0.0,0.0,0,0.499,0.529
4.632,1.001,0.15,0,0.0,0.0,0,0.499,0.529
4.652,0.4865,0.15,0,0.0,0.0,0,0.499,0.529
4.673,0.4865,0.0324,0,0.0333,0.0526,1,0.499,0.529
4.694,0.4865,0.0324,0,0.0333,0.0526,1,0.499,0.529
4.714,0.4865,0.0324,0,0.0333,0.0526,1,0.499,0.529
4.734,0.4895,0.0324,0,0.0333,0.0526,1,0.499,0.529
4.755,0.4895,0.0336,0,0.0333,0.0526,1,0.499,0.529
4.775,0.4895,0.0336,0,0.0291,0.1028,1,0.499,0.529
4.795,0.4895,0.0336,0,0.0291,0.1028,1,0.499,0.529
4.816,0.4915,0.0336,0,0.0291,0.1028,1,0.499,0.529
4.836,0.4915,0.0343,0,0.0291,0.1028,1,0.499,0.529
4.857,0.4915,0.0343,0,0.0291,0.1028,1,0.499,0.529
4.877,0.4915,0.0343,0,0.0,0.0,0,0.499,0.529
4.898,0.4925,0.0347,0,0.0,0.0,0,0.499,0.529
4.919,0.4925,0.0347,0,0.0,0.0,0,0.499,0.529
4.939,0.4925,0.0347,0,0.0,0.0,0,0.499,0.529
4.96,0.7935,0.0347,0,0.0,0.0,0,0.499,0.529
4.98,0.7935,0.1476,0,0.0,0.0,0,0.499,0.529
5.0,0.7935,0.1476,0,0.0,0.0,0,0.499,0.529
5.021,0.7935,0.1476,0,0.0,0.0,0,0.499,0.529
5.041,0.4925,0.1476,0,0.0,0.0,0,0.499,0.529
5.062,0.4925,0.0347,0,0.0,0.0,0,0.501,0.529
5.082,0.4925,0.0347,0,0.0736,0.0521,1,0.501,0.529
5.102,0.4925,0.0347,0,0.0736,0.0521,1,0.501,0.529
5.123,0.4925,0.0347,0,0.0736,0.0521,1,0.501,0.529
5.143,0.4925,0.0347,0,0.0736,0.0521,1,0.501,0.529
5.164,0.4925,0.0347,0,0.0736,0.0521,1,0.501,0.529
5.185,0.4925,0.0347,0,0.1052,0.2105,1,0.501,0.529
5.205,0.4925,0.0347,0,0.1052,0.2105,1,0.501,0.529
5.226,0.4925,0.0347,0,0.1052,0.2105,1,0.501,0.529
5.246,0.4925,0.0347,0,0.1052,0.2105,1,0.501,0.529
5.267,0.4925,0.0347,0,0.1052,0.2105,1,0.501,0.529
5.287,0.4925,0.0347,0,0.0295,0.1044,1,0.501,0.529
5.308,0.4925,0.0347,0,0.0295,0.1044,1,0.501,0.529
5.328,0.4925,0.0347,0,0.0295,0.1044,1,0.501,0.529
5.349,0.4925,0.0347,0,0.0295,0.1044,1,0.501,0.529
5.37,0.8165,0.0347,0,0.0295,0.1044,1,0.501,0.529
5.39,0.8165,0.15,0,0.0,0.0,0,0.501,0.529
5.411,0.8165,0.15,0,0.0,0.0,0,0.501,0.529
5.432,0.4925,0.15,0,0.0,0.0,0,0.501,0.529
5.452,0.4925,0.0347,0,0.0,0.0,0,0.501,0.529
5.473,0.4925,0.0347,0,0.0,0.0,0,0.501,0.529
5.493,0.4925,0.0347,0,0.0,0.0,0,0.501,0.529
5.514,0.4915,0.0347,0,0.0,0.0,0,0.501,0.529
5.534,0.4915,0.0343,0,0.0,0.0,0,0.501,0.529
5.555,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
5.575,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
5.595,0.4905,0.0343,0,0.0744,0.0526,1,0.5,0.529
5.616,0.4905,0.0339,0,0.0744,0.0526,1,0.5,0.529
5.636,0.4905,0.0339,0,0.0744,0.0526,1,0.5,0.529
5.656,0.4905,0.0339,0,0.0744,0.0526,1,0.5,0.529
5.677,0.4905,0.0339,0,0.0744,0.0526,1,0.5,0.529
5.697,0.4905,0.0339,0,0.0,0.0,0,0.5,0.529
5.717,0.4905,0.0339,0,0.0,0.0,0,0.5,0.529
5.738,0.4905,0.0339,0,0.0,0.0,0,0.5,0.529
5.758,0.999,0.0339,0,0.0,0.0,0,0.5,0.529
5.779,0.999,0.15,0,0.0,0.0,0,0.5,0.529
5.8,0.999,0.15,0,0.0,0.0,0,0.5,0.529
5.82,0.999,0.15,0,0.0,0.0,0,0.5,0.529
5.84,0.4905,0.15,0,0.0,0.0,0,0.5,0.529
5.861,0.4905,0.0339,0,0.0,0.0,0,0.5,0.529
5.881,0.4905,0.0339,0,0.0833,0.1041,1,0.5,0.529
5.901,0.4905,0.0339,0,0.0833,0.1041,1,0.5,0.529
5.922,0.4915,0.0339,0,0.0833,0.1041,1,0.5,0.529
5.942,0.4915,0.0343,0,0.0833,0.1041,1,0.5,0.529
5.963,0.4915,0.0343,0,0.0833,0.1041,1,0.5,0.529
5.983,0.4915,0.0343,0,0.1152,0.0521,1,0.5,0.529
6.003,0.4915,0.0343,0,0.1152,0.0521,1,0.5,0.529
6.024,0.4915,0.0343,0,0.1152,0.0521,1,0.5,0.529
6.044,0.4915,0.0343,0,0.1152,0.0521,1,0.5,0.529
6.065,0.4925,0.0343,0,0.1152,0.0521,1,0.5,0.528
6.085,0.4925,0.0347,0,0.0,0.0,0,0.5,0.528
6.106,0.4925,0.0347,0,0.0,0.0,0,0.5,0.528
6.126,0.4925,0.0347,0,0.0,0.0,0,0.5,0.528
6.147,0.8345,0.0347,0,0.0,0.0,0,0.5,0.528
6.167,0.8345,0.15,0,0.0,0.0,0,0.5,0.528
6.188,0.8345,0.15,0,0.0,0.0,0,0.5,0.528
6.208,0.8345,0.15,0,0.0,0.0,0,0.5,0.528
6.228,0.4925,0.15,0,0.0,0.0,0,0.5,0.528
6.249,0.4925,0.0347,0,0.0,0.0,0,0.5,0.528
6.269,0.4925,0.0347,0,0.0,0.0,0,0.5,0.528
6.29,0.4925,0.0347,0,0.1063,0.1042,1,0.5,0.528
6.31,0.4925,0.0347,0,0.1063,0.1042,1,0.5,0.528
6.33,0.4925,0.0347,0,0.1063,0.1042,1,0.5,0.528
6.351,0.4925,0.0347,0,0.1063,0.1042,1,0.5,0.528
6.371,0.4925,0.0347,0,0.1063,0.1042,1,0.5,0.528
6.392,0.4905,0.0347,0,0.0953,0.1579,1,0.5,0.528
6.412,0.4905,0.0339,0,0.0953,0.1579,1,0.5,0.528
6.432,0.4905,0.0339,0,0.0953,0.1579,1,0.5,0.528
6.453,0.4905,0.0339,0,0.0953,0.1579,1,0.5,0.528
6.473,0.4865,0.0339,0,0.0953,0.1579,1,0.5,0.528
6.493,0.4865,0.0324,0,0.0147,0.0521,1,0.5,0.528
6.514,0.4865,0.0324,0,0.0147,0.0521,1,0.5,0.528
6.534,0.4865,0.0324,0,0.0147,0.0521,1,0.5,0.528
6.555,0.4935,0.0324,0,0.0147,0.0521,1,0.502,0.529
6.575,0.4935,0.0351,0,0.0147,0.0521,1,0.502,0.529
6.595,0.4935,0.0351,0,0.0,0.0,0,0.502,0.529
6.617,0.4925,0.0351,0,0.0,0.0,0,0.502,0.529
6.637,0.4925,0.0347,0,0.0,0.0,0,0.502,0.529
6.657,0.4925,0.0347,0,0.0,0.0,0,0.502,0.529
6.678,0.4925,0.0347,0,0.0,0.0,0,0.502,0.529
6.699,0.8615,0.0347,0,0.0,0.0,0,0.502,0.529
6.719,0.8615,0.15,0,0.0,0.0,0,0.502,0.529
6.74,0.8615,0.15,0,0.0,0.0,0,0.502,0.529
6.76,0.8615,0.15,0,0.0,0.0,0,0.502,0.529
6.781,0.4915,0.15,0,0.0,0.0,0,0.502,0.529
6.801,0.4915,0.0343,0,0.0329,0.052,1,0.502,0.529
6.821,0.4915,0.0343,0,0.0329,0.052,1,0.502,0.529
6.842,0.4915,0.0343,0,0.0329,0.052,1,0.502,0.529
6.862,0.4915,0.0343,0,0.0329,0.052,1,0.502,0.529
6.883,0.4915,0.0343,0,0.0329,0.052,1,0.502,0.529
6.903,0.4915,0.0343,0,0.136,0.1565,1,0.502,0.529
6.923,0.4915,0.0343,0,0.136,0.1565,1,0.502,0.529
6.944,0.4915,0.0343,0,0.136,0.1565,1,0.502,0.529
6.964,0.4915,0.0343,0,0.136,0.1565,1,0.502,0.529
6.985,0.4915,0.0343,0,0.136,0.1565,1,0.502,0.529
7.005,0.4915,0.0343,0,0.0149,0.0527,1,0.502,0.529
7.025,0.4925,0.0343,0,0.0149,0.0527,1,0.502,0.529
7.046,0.4925,0.0347,0,0.0149,0.0527,1,0.502,0.529
7.066,0.4925,0.0347,0,0.0149,0.0527,1,0.501,0.529
7.086,0.4925,0.0347,0,0.0149,0.0527,1,0.501,0.529
7.107,0.8125,0.0347,0,0.0,0.0,0,0.501,0.529
7.127,0.8125,0.15,0,0.0,0.0,0,0.501,0.529
7.148,0.8125,0.15,0,0.0,0.0,0,0.501,0.529
7.168,0.8125,0.15,0,0.0,0.0,0,0.501,0.529
7.188,0.4915,0.15,0,0.0,0.0,0,0.501,0.529
7.209,0.4915,0.0343,0,0.0625,0.1041,1,0.501,0.529
7.229,0.4915,0.0343,0,0.0625,0.1041,1,0.501,0.529
7.25,0.4905,0.0343,0,0.0625,0.1041,1,0.501,0.529
7.27,0.4905,0.0339,0,0.0625,0.1041,1,0.501,0.529
7.29,0.4905,0.0339,0,0.0625,0.1041,1,0.501,0.529
7.311,0.4905,0.0339,0,0.1054,0.2107,1,0.501,0.529
7.331,0.4895,0.0339,0,0.1054,0.2107,1,0.501,0.529
7.352,0.4895,0.0336,0,0.1054,0.2107,1,0.501,0.529
7.372,0.4895,0.0336,0,0.1054,0.2107,1,0.501,0.529
7.392,0.4895,0.0336,0,0.1054,0.2107,1,0.501,0.529
7.413,0.4925,0.0336,0,0.0417,0.1043,1,0.501,0.529
7.433,0.4925,0.0347,0,0.0417,0.1043,1,0.501,0.529
7.453,0.4925,0.0347,0,0.0417,0.1043,1,0.501,0.529
7.474,0.4925,0.0347,0,0.0417,0.1043,1,0.501,0.529
7.494,0.4915,0.0347,0,0.0417,0.1043,1,0.501,0.529
7.515,0.4915,0.0343,0,0.0,0.0,0,0.501,0.529
7.535,0.4915,0.0343,0,0.0,0.0,0,0.501,0.529
7.555,0.4915,0.0343,0,0.0,0.0,0,0.5,0.529
7.576,0.4925,0.0343,0,0.0,0.0,0,0.5,0.529
7.596,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
7.617,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
7.637,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
7.657,1.0,0.0347,0,0.0,0.0,0,0.5,0.529
7.678,1.0,0.15,0,0.0,0.0,0,0.5,0.529
7.699,1.0,0.15,0,0.0,0.0,0,0.5,0.529
7.719,1.0,0.15,0,0.0,0.0,0,0.5,0.529
7.74,0.4925,0.15,0,0.0,0.0,0,0.5,0.529
7.76,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
7.781,0.4925,0.0347,0,0.0,0.0,0,0.5,0.529
7.802,0.8575,0.0347,0,0.1253,0.2088,1,0.5,0.529
7.822,0.8575,0.15,0,0.1253,0.2088,1,0.5,0.529
7.843,0.8575,0.15,0,0.1253,0.2088,1,0.5,0.529
7.863,0.8575,0.15,0,0.1253,0.2088,1,0.5,0.529
7.884,0.4925,0.15,0,0.1253,0.2088,1,0.5,0.529
7.904,0.4925,0.0347,0,0.1251,0.2085,1,0.5,0.529
7.925,0.4925,0.0347,0,0.1251,0.2085,1,0.5,0.529
7.945,0.4925,0.0347,0,0.1251,0.2085,1,0.5,0.529
7.965,0.4915,0.0347,0,0.1251,0.2085,1,0.5,0.529
7.986,0.4915,0.0343,0,0.1251,0.2085,1,0.5,0.529
8.006,0.4915,0.0343,0,0.1979,0.26,1,0.5,0.529
8.027,0.4915,0.0343,0,0.1979,0.26,1,0.5,0.529
8.048,0.4875,0.0343,0,0.1979,0.26,1,0.496,0.529
8.068,0.4875,0.0328,0,0.1979,0.26,1,0.496,0.529
8.089,0.4875,0.0328,0,0.1979,0.26,1,0.496,0.529
8.11,0.4875,0.0328,0,0.0633,0.211,1,0.496,0.529
8.13,0.4955,0.0328,0,0.0633,0.211,1,0.496,0.529
8.151,0.4955,0.0358,0,0.0633,0.211,1,0.496,0.529
8.171,0.4955,0.0358,0,0.0633,0.211,1,0.496,0.529
8.191,0.4955,0.0358,0,0.0633,0.211,1,0.496,0.529
8.212,0.4925,0.0358,0,0.0,0.0,0,0.496,0.529
8.232,0.4925,0.0347,0,0.0,0.0,0,0.496,0.529
8.252,0.4925,0.0347,0,0.0,0.0,0,0.496,0.529
8.273,0.4925,0.0347,0,0.0,0.0,0,0.496,0.529
8.293,0.4915,0.0347,0,0.0,0.0,0,0.496,0.529
8.314,0.4915,0.0343,0,0.0,0.0,0,0.496,0.529
