t,range,guard_cmd,blocked,wheel_speed,wheel_omega,moving,lidar_range,camera_range
1.348,0.5335,0.15,0,0.2924,0.1041,1,0.541,0.55
1.368,0.5295,0.15,0,0.2924,0.1041,1,0.541,0.55
1.389,0.5295,0.15,0,0.3165,0.1053,1,0.541,0.55
1.409,0.5295,0.15,0,0.3165,0.1053,1,0.541,0.55
1.43,0.5295,0.15,0,0.3165,0.1053,1,0.541,0.55
1.45,0.5295,0.15,0,0.3165,0.1053,1,0.541,0.55
1.47,0.5295,0.15,0,0.3165,0.1053,1,0.541,0.55
1.491,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
1.511,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
1.532,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
1.552,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
1.573,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
1.593,0.8565,0.15,0,0.304,0.1564,1,0.541,0.55
1.614,0.8565,0.15,0,0.304,0.1564,1,0.541,0.55
1.634,0.8565,0.15,0,0.304,0.1564,1,0.541,0.55
1.654,0.8565,0.15,0,0.304,0.1564,1,0.541,0.55
1.675,0.5305,0.15,0,0.304,0.1564,1,0.541,0.55
1.696,0.5305,0.15,0,0.305,0.0526,1,0.541,0.55
1.716,0.5305,0.15,0,0.305,0.0526,1,0.541,0.55
1.737,0.5305,0.15,0,0.305,0.0526,1,0.541,0.55
1.757,0.5305,0.15,0,0.305,0.0526,1,0.541,0.55
1.777,0.5305,0.15,0,0.3138,0.1044,1,0.541,0.55
1.798,0.5305,0.15,0,0.3138,0.1044,1,0.541,0.55
1.818,0.5305,0.15,0,0.3138,0.1044,1,0.538,0.55
1.839,0.5305,0.15,0,0.3138,0.1044,1,0.538,0.55
1.859,0.5305,0.15,0,0.3138,0.1044,1,0.538,0.55
1.88,0.5305,0.15,0,0.3242,0.1561,1,0.538,0.55
1.901,0.5305,0.15,0,0.3242,0.1561,1,0.538,0.55
1.921,0.5295,0.15,0,0.3242,0.1561,1,0.538,0.55
1.942,0.5295,0.15,0,0.3242,0.1561,1,0.538,0.55
1.962,0.5295,0.15,0,0.3242,0.1561,1,0.538,0.55
1.983,0.5295,0.15,0,0.3165,0.1053,1,0.538,0.55
2.003,1.113,0.15,0,0.3165,0.1053,1,0.538,0.55
2.024,1.113,0.15,0,0.3165,0.1053,1,0.538,0.55
2.044,1.113,0.15,0,0.3165,0.1053,1,0.538,0.55
2.064,1.113,0.15,0,0.3165,0.1053,1,0.538,0.55
2.085,0.5305,0.15,0,0.3124,0.1039,1,0.538,0.55
2.105,0.5305,0.15,0,0.3124,0.1039,1,0.538,0.55
2.126,0.5305,0.15,0,0.3124,0.1039,1,0.538,0.55
2.146,0.5305,0.15,0,0.3124,0.1039,1,0.538,0.55
2.166,0.5305,0.15,0,0.3124,0.1039,1,0.538,0.55
2.187,0.5305,0.15,0,0.3143,0.1045,1,0.538,0.55
2.207,0.5305,0.15,0,0.3143,0.1045,1,0.538,0.55
2.228,0.5275,0.15,0,0.3143,0.1045,1,0.538,0.55
2.248,0.5275,0.15,0,0.3143,0.1045,1,0.538,0.55
2.269,0.5275,0.15,0,0.3143,0.1045,1,0.538,0.55
2.289,0.5275,0.15,0,0.3166,0.1053,1,0.538,0.55
2.309,0.5355,0.15,0,0.3166,0.1053,1,0.538,0.55
2.33,0.5355,0.15,0,0.3166,0.1053,1,0.543,0.55
2.35,0.5355,0.15,0,0.3166,0.1053,1,0.543,0.55
2.371,0.5355,0.15,0,0.3166,0.1053,1,0.543,0.55
2.391,0.5345,0.15,0,0.3152,0.0508,1,0.543,0.55
2.411,0.5345,0.15,0,0.3152,0.0508,1,0.543,0.55
2.432,0.5345,0.15,0,0.3152,0.0508,1,0.543,0.55
2.452,0.5345,0.15,0,0.3152,0.0508,1,0.543,0.55
2.473,0.5325,0.15,0,0.3152,0.0508,1,0.543,0.55
2.493,0.5325,0.15,0,0.315,0.1048,1,0.543,0.55
2.513,0.5325,0.15,0,0.315,0.1048,1,0.543,0.55
2.534,0.5325,0.15,0,0.315,0.1048,1,0.543,0.55
2.554,0.8575,0.15,0,0.315,0.1048,1,0.543,0.55
2.575,0.8575,0.15,0,0.315,0.1048,1,0.543,0.55
2.595,0.8575,0.15,0,0.3164,0.1052,1,0.543,0.55
2.616,0.8575,0.15,0,0.3164,0.1052,1,0.543,0.55
2.636,0.5295,0.15,0,0.3164,0.1052,1,0.543,0.55
2.656,0.5295,0.15,0,0.3164,0.1052,1,0.543,0.55
2.677,0.5295,0.15,0,0.3164,0.1052,1,0.543,0.55
2.697,0.5295,0.15,0,0.3243,0.1562,1,0.543,0.55
2.718,0.5295,0.15,0,0.3243,0.1562,1,0.543,0.55
2.738,0.5295,0.15,0,0.3243,0.1562,1,0.543,0.55
2.758,0.5295,0.15,0,0.3243,0.1562,1,0.543,0.55
2.779,0.5295,0.15,0,0.3243,0.1562,1,0.543,0.55
2.799,0.5295,0.15,0,0.3132,0.1042,1,0.543,0.55
2.82,0.5295,0.15,0,0.3132,0.1042,1,0.537,0.549
2.84,0.5295,0.15,0,0.3132,0.1042,1,0.537,0.549
2.861,0.5285,0.15,0,0.3132,0.1042,1,0.537,0.549
2.881,0.5285,0.15,0,0.3132,0.1042,1,0.537,0.549
2.902,0.5285,0.15,0,0.3062,0.0528,1,0.537,0.549
2.922,0.5285,0.15,0,0.3062,0.0528,1,0.537,0.549
2.942,1.116,0.15,0,0.3062,0.0528,1,0.537,0.549
2.963,1.116,0.15,0,0.3062,0.0528,1,0.537,0.549
2.983,1.116,0.15,0,0.3062,0.0528,1,0.537,0.549
3.004,1.116,0.15,0,0.3232,0.0521,1,0.537,0.549
3.024,0.5305,0.15,0,0.3232,0.0521,1,0.537,0.549
3.044,0.5305,0.15,0,0.3232,0.0521,1,0.537,0.549
3.065,0.5305,0.15,0,0.3232,0.0521,1,0.537,0.549
3.085,0.5305,0.15,0,0.3232,0.0521,1,0.537,0.549
3.106,0.5275,0.15,0,0.3242,0.1561,1,0.537,0.549
3.126,0.5275,0.15,0,0.3242,0.1561,1,0.537,0.549
3.147,0.5275,0.15,0,0.3242,0.1561,1,0.537,0.549
3.167,0.5275,0.15,0,0.3242,0.1561,1,0.537,0.549
3.188,0.5355,0.15,0,0.3242,0.1561,1,0.537,0.549
3.208,0.5355,0.15,0,0.3166,0.1053,1,0.537,0.549
3.228,0.5355,0.15,0,0.3166,0.1053,1,0.537,0.549
3.249,0.5355,0.15,0,0.3166,0.1053,1,0.537,0.549
3.269,0.5355,0.15,0,0.3166,0.1053,1,0.537,0.549
3.29,0.5355,0.15,0,0.3166,0.1053,1,0.537,0.549
3.31,0.5355,0.15,0,0.3235,0.0521,1,0.537,0.549
3.331,0.5355,0.15,0,0.3235,0.0521,1,0.543,0.55
3.351,0.5355,0.15,0,0.3235,0.0521,1,0.543,0.55
3.372,0.5355,0.15,0,0.3235,0.0521,1,0.543,0.55
3.392,0.5355,0.15,0,0.3235,0.0521,1,0.543,0.55
3.413,0.5335,0.15,0,0.3026,0.0521,1,0.543,0.55
3.433,0.5335,0.15,0,0.3026,0.0521,1,0.543,0.55
3.454,0.5335,0.15,0,0.3026,0.0521,1,0.543,0.55
3.476,0.5335,0.15,0,0.3026,0.0521,1,0.543,0.55
3.497,1.107,0.15,0,0.3026,0.0521,1,0.543,0.55
3.517,1.107,0.15,0,0.3164,0.1052,1,0.543,0.55
3.537,1.107,0.15,0,0.3164,0.1052,1,0.543,0.55
3.558,1.107,0.15,0,0.3164,0.1052,1,0.543,0.55
3.578,0.5295,0.15,0,0.3164,0.1052,1,0.543,0.55
3.599,0.5295,0.15,0,0.3342,0.1042,1,0.543,0.55
3.619,0.5295,0.15,0,0.3342,0.1042,1,0.543,0.55
3.64,0.5295,0.15,0,0.3342,0.1042,1,0.543,0.55
3.66,0.5305,0.15,0,0.3342,0.1042,1,0.543,0.55
3.681,0.5305,0.15,0,0.3342,0.1042,1,0.543,0.55
3.702,0.5305,0.15,0,0.3047,0.0525,1,0.543,0.55
3.723,0.5305,0.15,0,0.3047,0.0525,1,0.543,0.55
3.743,0.5295,0.15,0,0.3047,0.0525,1,0.543,0.55
3.763,0.5295,0.15,0,0.3047,0.0525,1,0.543,0.55
3.784,0.5295,0.15,0,0.3047,0.0525,1,0.543,0.55
3.806,0.5335,0.15,0,0.3237,0.0522,1,0.543,0.55
3.826,0.5335,0.15,0,0.3237,0.0522,1,0.541,0.55
3.846,0.5335,0.15,0,0.3237,0.0522,1,0.541,0.55
3.867,0.5335,0.15,0,0.3237,0.0522,1,0.541,0.55
3.887,0.5295,0.15,0,0.3237,0.0522,1,0.541,0.55
3.908,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
3.928,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
3.949,0.5295,0.15,0,0.3133,0.1042,1,0.541,0.55
3.969,0.5285,0.15,0,0.3133,0.1042,1,0.541,0.55
3.99,0.5285,0.15,0,0.3133,0.1042,1,0.541,0.55
4.01,0.5285,0.15,0,0.3266,0.0527,1,0.541,0.55
4.031,0.5285,0.15,0,0.3266,0.0527,1,0.541,0.55
4.051,0.5305,0.15,0,0.3266,0.0527,1,0.541,0.55
4.071,0.5305,0.15,0,0.3266,0.0527,1,0.541,0.55
4.092,0.5305,0.15,0,0.3266,0.0527,1,0.541,0.55
4.112,0.5305,0.15,0,0.3337,0.1041,1,0.541,0.55
4.133,0.5295,0.15,0,0.3337,0.1041,1,0.541,0.55
4.153,0.5295,0.15,0,0.3337,0.1041,1,0.541,0.55
4.174,0.5295,0.15,0,0.3337,0.1041,1,0.541,0.55
4.194,0.5295,0.15,0,0.3337,0.1041,1,0.541,0.55
4.214,0.8275,0.15,0,0.3024,0.0521,1,0.541,0.55
4.235,0.8275,0.15,0,0.3024,0.0521,1,0.541,0.55
4.255,0.8275,0.15,0,0.3024,0.0521,1,0.541,0.55
4.276,0.8275,0.15,0,0.3024,0.0521,1,0.541,0.55
4.296,0.5295,0.15,0,0.3024,0.0521,1,0.541,0.55
4.317,0.5295,0.15,0,0.3265,0.0526,1,0.537,0.55
4.337,0.5295,0.15,0,0.3265,0.0526,1,0.537,0.55
4.357,0.5295,0.15,0,0.3265,0.0526,1,0.537,0.55
4.378,0.5295,0.15,0,0.3265,0.0526,1,0.537,0.55
4.398,0.5295,0.15,0,0.3265,0.0526,1,0.537,0.55
4.419,0.5295,0.15,0,0.325,0.1565,1,0.537,0.55
4.439,0.5355,0.15,0,0.325,0.1565,1,0.537,0.55
4.459,0.5355,0.15,0,0.325,0.1565,1,0.537,0.55
4.48,0.5355,0.15,0,0.325,0.1565,1,0.537,0.55
4.5,0.5355,0.15,0,0.325,0.1565,1,0.537,0.55
4.52,0.5355,0.15,0,0.3234,0.0521,1,0.537,0.55
4.541,0.5355,0.15,0,0.3234,0.0521,1,0.537,0.55
4.562,0.5355,0.15,0,0.3234,0.0521,1,0.537,0.55
4.582,0.5355,0.15,0,0.3234,0.0521,1,0.537,0.55
4.603,0.8475,0.15,0,0.3234,0.0521,1,0.537,0.55
4.623,0.8475,0.15,0,0.3264,0.0526,1,0.537,0.55
4.643,0.8475,0.15,0,0.3264,0.0526,1,0.537,0.55
4.664,0.8475,0.15,0,0.3264,0.0526,1,0.537,0.55
4.684,0.5295,0.15,0,0.3264,0.0526,1,0.537,0.55
4.705,0.5295,0.15,0,0.3264,0.0526,1,0.537,0.55
4.725,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
4.746,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
4.766,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
4.786,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
4.807,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
4.827,0.5295,0.15,0,0.3234,0.0521,1,0.537,0.55
4.848,0.5295,0.15,0,0.3234,0.0521,1,0.537,0.55
4.868,0.5295,0.15,0,0.3234,0.0521,1,0.537,0.55
4.888,0.5295,0.15,0,0.3234,0.0521,1,0.537,0.55
4.909,0.5295,0.15,0,0.3234,0.0521,1,0.537,0.55
4.929,0.5285,0.15,0,0.3164,0.1052,1,0.537,0.55
4.95,0.5285,0.15,0,0.3164,0.1052,1,0.537,0.55
4.97,0.5285,0.15,0,0.3164,0.1052,1,0.537,0.55
4.99,1.115,0.15,0,0.3164,0.1052,1,0.537,0.55
5.011,1.115,0.15,0,0.3164,0.1052,1,0.537,0.55
5.031,1.115,0.15,0,0.3228,0.052,1,0.537,0.55
5.052,1.115,0.15,0,0.3228,0.052,1,0.537,0.55
5.072,0.5305,0.15,0,0.3228,0.052,1,0.537,0.55
5.092,0.5305,0.15,0,0.3228,0.052,1,0.537,0.55
5.113,0.5305,0.15,0,0.3228,0.052,1,0.537,0.55
5.133,0.5305,0.15,0,0.3215,0.0518,1,0.537,0.55
5.154,0.5275,0.15,0,0.3215,0.0518,1,0.537,0.55
5.175,0.5275,0.15,0,0.3215,0.0518,1,0.537,0.55
5.195,0.5275,0.15,0,0.3215,0.0518,1,0.537,0.55
5.216,0.5275,0.15,0,0.3279,0.0529,1,0.537,0.55
5.237,0.5355,0.15,0,0.3279,0.0529,1,0.537,0.55
5.257,0.5355,0.15,0,0.3279,0.0529,1,0.537,0.55
5.278,0.5355,0.15,0,0.3279,0.0529,1,0.537,0.55
5.298,0.5355,0.15,0,0.3279,0.0529,1,0.537,0.55
5.319,0.5355,0.15,0,0.3256,0.1568,1,0.543,0.55
5.339,0.5355,0.15,0,0.3256,0.1568,1,0.543,0.55
5.36,0.5355,0.15,0,0.3256,0.1568,1,0.543,0.55
5.38,0.5355,0.15,0,0.3256,0.1568,1,0.543,0.55
5.4,0.5365,0.15,0,0.3256,0.1568,1,0.543,0.55
5.421,0.5365,0.15,0,0.3231,0.0521,1,0.543,0.55
5.441,0.5365,0.15,0,0.3231,0.0521,1,0.543,0.55
5.462,0.5365,0.15,0,0.3231,0.0521,1,0.543,0.55
5.482,0.5355,0.15,0,0.3231,0.0521,1,0.543,0.55
5.503,0.5355,0.15,0,0.3231,0.0521,1,0.543,0.55
5.523,0.5355,0.15,0,0.3268,0.0527,1,0.543,0.55
5.544,0.8685,0.15,0,0.3268,0.0527,1,0.543,0.55
5.564,0.8685,0.15,0,0.3268,0.0527,1,0.543,0.55
5.584,0.8685,0.15,0,0.3268,0.0527,1,0.543,0.55
5.605,0.8685,0.15,0,0.3268,0.0527,1,0.543,0.55
5.625,0.5355,0.15,0,0.3129,0.1041,1,0.543,0.55
5.646,0.5355,0.15,0,0.3129,0.1041,1,0.543,0.55
5.666,0.5355,0.15,0,0.3129,0.1041,1,0.543,0.55
5.686,0.5355,0.15,0,0.3129,0.1041,1,0.543,0.55
5.707,0.5325,0.15,0,0.3129,0.1041,1,0.543,0.55
5.727,0.5325,0.15,0,0.3341,0.1042,1,0.543,0.55
5.748,0.5325,0.15,0,0.3341,0.1042,1,0.543,0.55
5.768,0.5325,0.15,0,0.3341,0.1042,1,0.543,0.55
5.788,0.5305,0.15,0,0.3341,0.1042,1,0.543,0.55
5.809,0.5305,0.15,0,0.3341,0.1042,1,0.543,0.55
5.829,0.5305,0.15,0,0.3171,0.1055,1,0.538,0.55
5.85,0.5305,0.15,0,0.3171,0.1055,1,0.538,0.55
5.87,0.5325,0.15,0,0.3171,0.1055,1,0.538,0.55
5.891,0.5325,0.15,0,0.3171,0.1055,1,0.538,0.55
5.912,0.5325,0.15,0,0.3171,0.1055,1,0.538,0.55
5.932,0.5325,0.15,0,0.3204,0.0516,1,0.538,0.55
5.952,0.8615,0.15,0,0.3204,0.0516,1,0.538,0.55
5.973,0.8615,0.15,0,0.3204,0.0516,1,0.538,0.55
5.993,0.8615,0.15,0,0.3204,0.0516,1,0.538,0.55
6.014,0.8615,0.15,0,0.3204,0.0516,1,0.538,0.55
6.034,0.5285,0.15,0,0.3369,0.1051,1,0.538,0.55
6.055,0.5285,0.15,0,0.3369,0.1051,1,0.538,0.55
6.075,0.5285,0.15,0,0.3369,0.1051,1,0.538,0.55
6.095,0.5285,0.15,0,0.3369,0.1051,1,0.538,0.55
6.116,0.5305,0.15,0,0.3369,0.1051,1,0.538,0.55
6.137,0.5305,0.15,0,0.3166,0.1053,1,0.538,0.55
6.157,0.5305,0.15,0,0.3166,0.1053,1,0.538,0.55
6.177,0.5315,0.15,0,0.3166,0.1053,1,0.538,0.55
6.198,0.5315,0.15,0,0.3166,0.1053,1,0.538,0.55
6.218,0.5315,0.15,0,0.3166,0.1053,1,0.538,0.55
6.239,0.5315,0.15,0,0.3338,0.1041,1,0.538,0.55
6.259,0.5305,0.15,0,0.3338,0.1041,1,0.538,0.55
6.28,0.5305,0.15,0,0.3338,0.1041,1,0.538,0.55
6.3,0.5305,0.15,0,0.3338,0.1041,1,0.538,0.55
6.321,0.5305,0.15,0,0.3338,0.1041,1,0.538,0.55
6.341,0.5385,0.15,0,0.3233,0.0521,1,0.538,0.55
6.362,0.5385,0.15,0,0.3233,0.0521,1,0.538,0.55
6.382,0.5385,0.15,0,0.3233,0.0521,1,0.538,0.55
6.403,0.5385,0.15,0,0.3233,0.0521,1,0.538,0.55
6.423,0.5275,0.15,0,0.3233,0.0521,1,0.538,0.55
6.444,0.5275,0.15,0,0.3269,0.0527,1,0.538,0.55
6.464,0.5275,0.15,0,0.3269,0.0527,1,0.538,0.55
6.485,0.5275,0.15,0,0.3269,0.0527,1,0.538,0.55
6.505,0.5285,0.15,0,0.3269,0.0527,1,0.538,0.55
6.526,0.5285,0.15,0,0.3269,0.0527,1,0.538,0.55
6.546,0.5285,0.15,0,0.3242,0.1561,1,0.538,0.55
6.567,0.5285,0.15,0,0.3242,0.1561,1,0.538,0.55
6.587,0.5355,0.15,0,0.3242,0.1561,1,0.538,0.55
6.607,0.5355,0.15,0,0.3242,0.1561,1,0.538,0.55
6.628,0.5355,0.15,0,0.3242,0.1561,1,0.538,0.55
6.648,0.5355,0.15,0,0.3235,0.0521,1,0.538,0.55
6.668,0.5355,0.15,0,0.3235,0.0521,1,0.538,0.55
6.689,0.5355,0.15,0,0.3235,0.0521,1,0.538,0.55
6.709,0.5355,0.15,0,0.3235,0.0521,1,0.538,0.55
6.729,0.5365,0.15,0,0.3235,0.0521,1,0.538,0.55
6.75,0.5365,0.15,0,0.3265,0.0526,1,0.538,0.55
6.77,0.5365,0.15,0,0.3265,0.0526,1,0.538,0.55
6.791,0.5365,0.15,0,0.3265,0.0526,1,0.538,0.55
6.811,0.5295,0.15,0,0.3265,0.0526,1,0.538,0.55
6.831,0.5295,0.15,0,0.3265,0.0526,1,0.537,0.55
6.852,0.5295,0.15,0,0.3231,0.0521,1,0.537,0.55
6.872,0.5295,0.15,0,0.3231,0.0521,1,0.537,0.55
6.892,1.109,0.15,0,0.3231,0.0521,1,0.537,0.55
6.913,1.109,0.15,0,0.3231,0.0521,1,0.537,0.55
6.933,1.109,0.15,0,0.3166,0.1053,1,0.537,0.55
6.953,1.109,0.15,0,0.3166,0.1053,1,0.537,0.55
6.974,0.5305,0.15,0,0.3166,0.1053,1,0.537,0.55
6.994,0.5305,0.15,0,0.3166,0.1053,1,0.537,0.55
7.015,0.5305,0.15,0,0.3166,0.1053,1,0.537,0.55
7.035,0.5305,0.15,0,0.3166,0.1053,1,0.537,0.55
7.056,0.5305,0.15,0,0.3383,0.1532,1,0.537,0.55
7.076,0.5305,0.15,0,0.3383,0.1532,1,0.537,0.55
7.097,0.5305,0.15,0,0.3383,0.1532,1,0.537,0.55
7.117,0.5305,0.15,0,0.3383,0.1532,1,0.537,0.55
7.138,0.5345,0.15,0,0.3235,0.0521,1,0.537,0.55
7.158,0.5345,0.15,0,0.3235,0.0521,1,0.537,0.55
7.179,0.5345,0.15,0,0.3235,0.0521,1,0.537,0.55
7.199,0.5345,0.15,0,0.3235,0.0521,1,0.537,0.55
7.22,0.5295,0.15,0,0.3235,0.0521,1,0.537,0.55
7.24,0.5295,0.15,0,0.3261,0.0526,1,0.537,0.55
7.261,0.5295,0.15,0,0.3261,0.0526,1,0.537,0.55
7.281,0.5295,0.15,0,0.3261,0.0526,1,0.537,0.55
7.302,0.5285,0.15,0,0.3261,0.0526,1,0.537,0.55
7.322,0.5285,0.15,0,0.3261,0.0526,1,0.536,0.55
7.343,0.5285,0.15,0,0.3345,0.1043,1,0.536,0.55
7.363,0.5315,0.15,0,0.3345,0.1043,1,0.536,0.55
7.383,0.5315,0.15,0,0.3345,0.1043,1,0.536,0.55
7.404,0.5315,0.15,0,0.3345,0.1043,1,0.536,0.55
7.424,0.5315,0.15,0,0.3345,0.1043,1,0.536,0.55
7.445,0.5405,0.15,0,0.3337,0.1041,1,0.536,0.55
7.466,0.5405,0.15,0,0.3337,0.1041,1,0.536,0.55
7.486,0.5405,0.15,0,0.3337,0.1041,1,0.536,0.55
7.506,0.5405,0.15,0,0.3337,0.1041,1,0.536,0.55
7.527,0.5365,0.15,0,0.3337,0.1041,1,0.536,0.55
7.547,0.5365,0.15,0,0.3171,0.1055,1,0.536,0.55
7.568,0.5365,0.15,0,0.3171,0.1055,1,0.536,0.55
7.588,0.5365,0.15,0,0.3171,0.1055,1,0.536,0.55
7.609,0.8655,0.15,0,0.3171,0.1055,1,0.536,0.55
7.629,0.8655,0.15,0,0.3171,0.1055,1,0.536,0.55
7.649,0.8655,0.15,0,0.3228,0.052,1,0.536,0.55
7.67,0.8655,0.15,0,0.3228,0.052,1,0.536,0.55
7.69,0.5305,0.15,0,0.3228,0.052,1,0.536,0.55
7.711,0.5305,0.15,0,0.3228,0.052,1,0.536,0.55
7.731,0.5305,0.15,0,0.3228,0.052,1,0.536,0.55
7.751,0.5305,0.15,0,0.3342,0.1042,1,0.536,0.55
7.772,0.5295,0.15,0,0.3342,0.1042,1,0.536,0.55
7.792,0.5295,0.15,0,0.3342,0.1042,1,0.536,0.55
7.813,0.5295,0.15,0,0.3342,0.1042,1,0.536,0.55
7.833,0.5295,0.15,0,0.3342,0.1042,1,0.537,0.55
7.854,0.5295,0.15,0,0.3373,0.0,1,0.537,0.55
7.874,0.5295,0.15,0,0.3373,0.0,1,0.537,0.55
7.895,0.5295,0.15,0,0.3373,0.0,1,0.537,0.55
7.915,0.5295,0.15,0,0.3373,0.0,1,0.537,0.55
7.935,0.5295,0.15,0,0.3373,0.0,1,0.537,0.55
7.956,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
7.976,0.5295,0.15,0,0.3131,0.1041,1,0.537,0.55
7.997,1.108,0.15,0,0.3131,0.1041,1,0.537,0.55
8.017,1.108,0.15,0,0.3131,0.1041,1,0.537,0.55
8.038,1.108,0.15,0,0.3131,0.1041,1,0.537,0.55
8.058,1.108,0.15,0,0.3343,0.1043,1,0.537,0.55
8.079,0.5295,0.15,0,0.3343,0.1043,1,0.537,0.55
8.099,0.5295,0.15,0,0.3343,0.1043,1,0.537,0.55
8.119,0.5295,0.15,0,0.3343,0.1043,1,0.537,0.55
8.14,0.5295,0.15,0,0.3343,0.1043,1,0.537,0.55
8.16,0.5295,0.15,0,0.3263,0.0526,1,0.537,0.55
8.18,0.5295,0.15,0,0.3263,0.0526,1,0.537,0.55
8.201,0.5295,0.15,0,0.3263,0.0526,1,0.537,0.55
8.221,0.5295,0.15,0,0.3263,0.0526,1,0.537,0.55
8.242,0.5295,0.15,0,0.3263,0.0526,1,0.537,0.55
8.262,0.5295,0.15,0,0.3226,0.052,1,0.537,0.55
8.282,0.5295,0.15,0,0.3226,0.052,1,0.537,0.55
8.303,0.5295,0.15,0,0.3226,0.052,1,0.537,0.55
8.323,0.5295,0.15,0,0.3226,0.052,1,0.537,0.55
8.344,0.5295,0.15,0,0.3226,0.052,1,0.537,0.55
8.364,0.5295,0.15,0,0.3445,0.0522,1,0.537,0.55
8.385,0.5295,0.15,0,0.3445,0.0522,1,0.537,0.55
8.405,0.8615,0.15,0,0.3445,0.0522,1,0.537,0.55
8.426,0.8615,0.15,0,0.3445,0.0522,1,0.537,0.55
8.446,0.8615,0.15,0,0.3445,0.0522,1,0.537,0.55
8.466,0.8615,0.15,0,0.3168,0.1054,1,0.537,0.55
