t,min_range,blocked,lidar_range,camera_range,agree,cmd_in_vx,cmd_in_vy,cmd_in_wz,cmd_out_vx,cmd_out_vy,cmd_out_wz,odom_x,odom_y
0.21,nan,0,nan,nan,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.41,nan,0,nan,nan,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.61,nan,0,nan,nan,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.81,nan,0,nan,nan,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01,nan,0,nan,0.432,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.21,nan,0,nan,0.432,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.41,nan,0,nan,0.431,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.61,nan,0,nan,0.431,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.81,nan,0,nan,0.431,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.01,0.105,0,0.350,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.21,0.105,0,0.350,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.001
2.41,0.105,0,0.352,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.003
2.61,0.105,0,0.352,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.002
2.81,0.105,0,0.352,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.001
3.01,0.106,0,0.350,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.001
3.21,0.105,0,0.350,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.002,-0.000
3.41,0.105,0,0.354,0.430,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000
3.61,0.105,0,0.354,0.430,1,0.000,0.000,0.000,0.000,0.000,0.000,0.005,-0.001
3.81,0.105,0,0.354,0.430,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
4.01,0.105,0,0.351,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
4.21,0.105,0,0.351,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.001
4.41,0.106,0,0.363,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003
4.61,0.106,0,0.363,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001
4.81,0.106,0,0.363,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001
5.01,0.105,0,0.353,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.002
5.21,0.105,0,0.353,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.001
5.41,0.105,0,0.353,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001
5.61,0.105,0,0.353,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.002
5.81,0.105,0,0.353,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.002
6.01,0.106,0,0.354,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.002
6.21,0.106,0,0.354,0.432,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.004,0.002
6.41,0.105,0,0.352,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003
6.61,0.105,0,0.352,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.002
6.81,0.105,0,0.352,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.002
7.01,0.105,0,0.351,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.001
7.21,0.105,0,0.351,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.002
7.41,0.105,0,0.352,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.003
7.61,0.105,0,0.352,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000
7.81,0.105,0,0.352,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000
8.01,0.105,0,0.359,0.430,1,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.002
8.21,0.106,0,0.359,0.430,1,0.000,0.000,0.000,0.000,0.000,0.000,0.003,-0.000
8.41,0.106,0,0.364,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.002
8.61,0.105,0,0.364,0.431,1,0.000,0.000,0.000,0.000,0.000,0.000,0.001,-0.002
